Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,Change from Open,Gap,buffett_class,buffett_binary
MU,,,,,104750000000.0,22.53,93.73,-0.0116,10242821.0,8.5,0.22,3.34,2.15,12.74,172.77,4.3942000000000005,0.5714,-0.3389,1.0446,0.0878999999999999,0.0052,0.0673,0.1009999999999999,0.0741,3.13,1.99,0.3,0.31,0.3484,0.1984,0.1492,,1.28,3.82,0.0624,0.1067,-0.0129,-0.405,0.5231,60.26,0.0165,-0.0276,0,0
MUFG,,,,,156170000000.0,12.93,13.57,-0.0064,5675706.0,10.24,1.21,1.93,1.14,,,0.0773,0.1209,0.2275,0.1063,0.0630999999999999,0.0354,0.0045,0.0917999999999999,0.0297,2.11,,2.0,4.63,,0.1473,0.1513,,0.43,0.3,0.0467999999999999,0.0541,0.152,-0.0978,0.5497,62.96,0.015,-0.022,0,0
NBIX,,,,,11840000000.0,40.58,119.66,0.0045,364566.0,20.08,1.17,4.9,4.67,12.54,24.04,0.2164,0.488,0.5347,0.3479,0.248,,0.0853999999999999,0.1243,0.1025,3.13,3.02,0.18,0.19,0.9777,0.2078,0.1268,,0.22,4.02,0.0291,0.096,-0.0291,-0.2432,0.4194,58.92,0.0127,-0.009,0,0
NDAQ,,,,,47070000000.0,37.17,81.98,0.0095,1948806.0,23.03,3.07,6.02,4.07,66.46,25.37,0.1325,0.1144,0.0453,0.121,0.1236999999999999,0.0128,0.042,0.1143,0.0613,,,0.81,0.85,0.5318,0.2664,0.1636,,1.0,1.64,0.0319,0.078,0.0733,-0.0259,0.4065999999999999,66.16,0.0222,-0.0126,0,0
NEE,,,,,138890000000.0,25.23,67.46,0.0078,8237651.0,16.9,3.05,5.62,2.79,55.36,31.54,0.0703,0.0877,0.1168999999999999,0.0828,0.08,0.0335,0.0294,0.1119,0.0425,0.55,0.45,1.6,1.8,0.3707,0.2768,0.2229,,0.66,2.39,-0.0283999999999999,-0.0204999999999999,-0.0928,-0.2158,0.094,44.0,0.0076,0.001,0,0
NEM,,,,,59680000000.0,12.04,53.62,0.0185,5410177.0,11.87,1.73,3.06,1.92,12.64,14.06,0.2432,0.0436,-0.0557,0.0694,0.1566,0.0187,0.0902999999999999,0.1664999999999999,0.1296,1.98,1.56,0.25,0.26,0.3815999999999999,0.3446,0.2598999999999999,,0.33,1.61,0.0273,0.054,0.1286,-0.0878999999999999,0.4529999999999999,57.08,-0.0017,0.019,0,0
NET,,,,,55040000000.0,,158.8,0.0038,757863.0,154.64,,31.06,38.55,28.64,302.02,0.0638,0.2855,0.0813,0.2316,0.4255,,-0.0250999999999999,-0.0735,-0.0287,3.2,3.2,1.0,1.04,0.7686,-0.0862,-0.0462,,1.81,5.64,0.141,0.2887,0.4429,-0.1052,1.3958000000000002,77.33,0.0227,-0.0192,0,0
NFLX,,,,,506240000000.0,56.21,1189.55,0.0013,1265259.0,38.33,2.37,12.68,21.05,60.38,67.92,0.2872,0.2147,0.3685,0.237,0.1425,,0.1837,0.4084,0.2317,1.2,1.2,0.67,0.73,0.4652,0.2717,0.2325,,1.6,28.64,0.0294,0.1467999999999999,0.3500999999999999,-0.0186,1.0248,69.31,0.0053,-0.0046999999999999,0,0
NI,,,,,18310000000.0,20.95,38.89,0.0101,642802.0,19.35,2.85,3.09,2.06,60.28,,0.0691,0.0742,0.1316,0.0735,0.0143,0.0292,0.0278,0.1033999999999999,0.0399,0.52,0.45,1.44,1.67,0.593,0.2766,0.1463,,0.54,0.89,-0.0062,-0.0065,0.0587,-0.0616,0.4090999999999999,48.79,0.0039,0.0062,0,0
NKE,,,,,88660000000.0,19.99,60.07,-0.0204,7835909.0,30.93,,1.85,6.33,8.52,16.68,-0.4598,-0.0906,0.084,-0.1307,0.059,0.0252,0.12,0.3193,0.1845,2.19,1.52,0.74,0.85,0.4338,0.0993,0.0941,,1.22,2.01,0.0058,-0.013,-0.1865,-0.387,0.1496,48.91,0.0059,-0.0256,0,0
NLY,,,,,11400000000.0,21.42,18.84,0.0060999999999999,3059784.0,6.47,7.78,1.8,0.99,6.21,7.82,0.0579999999999999,0.019,,0.0275,0.8664000000000001,0.1488,0.0067,0.0544,0.0136,,,1.88,6.82,0.9959,0.8353,0.0803,,1.31,0.43,-0.0283999999999999,-0.0366,-0.0528,-0.149,0.1338,41.94,0.0088,-0.0043,0,0
NOC,,,,,67790000000.00001,18.54,470.97,-0.004,292874.0,16.41,3.14,1.68,4.53,40.22,38.16,-0.0332,0.1379,0.1646999999999999,0.0591,0.0401,0.0163,0.0771,0.2541,0.1197,0.94,0.82,1.07,1.11,0.1934,0.0959,0.0919,,0.14,11.35,-0.0158,-0.0447,-0.0487,-0.1516,0.126,43.39,-0.0015,-0.0017,0,0
NOK,,,,,28010000000.0,36.31,5.36,-0.0009,8066367.0,13.45,16.2,1.36,1.29,3.86,14.58,-0.1809,0.1939999999999999,3.151,0.0224,-0.0425,0.0301,0.0302,0.057,0.0316,1.36,1.15,0.14,0.24,0.4337,0.0907,0.0394,,0.94,0.11,0.0438999999999999,0.0433,0.1505,-0.0227999999999999,0.5,62.56,0.0141999999999999,-0.0149,0,0
NOW,,,,,209130000000.0,137.16,1010.39,-0.0053,507653.0,50.92,7.01,18.25,20.64,31.68,56.85,0.1906,0.1979,0.1656,0.1957999999999999,0.2603999999999999,,0.0799,0.1686,0.1236999999999999,1.06,1.06,0.23,0.24,0.7892,0.1293,0.1341,,0.96,26.66,0.0161,0.1415,0.0676,-0.1563,0.5843,62.49,0.0108,-0.0155,0,0
NRG,,,,,30930000000.0,24.91,158.19,0.0187,1062255.0,18.86,2.03,1.06,14.59,43.61,13.58,0.1238,0.0906,-0.2043,0.1226,0.3975,0.0112,0.0541,0.4490999999999999,0.102,1.06,1.02,3.58,3.96,0.1657,0.0838,0.0444,,1.1,5.81,0.1639,0.4054999999999999,0.6149,-0.0231,1.4272999999999998,76.98,0.0281,-0.0101,0,0
NSC,,,,,54050000000.0,16.37,239.74,0.0004,329767.0,16.8,1.6,4.46,3.73,53.74,28.62,0.0686,0.1272,0.0246,0.1023,0.0199,0.0227,0.0771999999999999,0.2452,0.1064,0.78,0.7,1.15,1.19,0.3625,0.3625,0.2738,,1.3,5.18,0.0343,0.0518,-0.0178,-0.1354,0.1903,59.77,0.0154,-0.0136,0,0
NTAP,,,,,20280000000.0,18.18,98.25,-0.0153,1452630.0,12.7,1.96,3.11,20.03,8.96,16.01,0.119,0.0692,0.0051,0.0928,0.0384,0.0210999999999999,0.1239,1.1433,0.4633,0.92,0.85,1.47,2.26,0.7029000000000001,0.2148999999999999,0.1747,,1.42,2.57,0.0269,0.0874,-0.1289,-0.2752,0.3666,59.5,0.0026,-0.0186,0,0
NTES,,,,,75940000000.0,17.15,119.43,0.0034,609403.0,13.6,1.79,5.11,3.88,3.83,13.4,0.1671,0.0452,0.075,0.0959,0.1186999999999999,0.0217,0.1639,0.2392999999999999,0.2259,3.21,3.2,0.0,0.07,0.6271,0.3019,0.3016,,0.66,3.09,0.0703,0.1394999999999999,0.2668,-0.0335,0.5744,66.1,-0.0024,0.0056999999999999,0,0
NTNX,,,,,21360000000.0,,80.11,0.0031,709191.0,42.64,,9.21,,12.25,33.27,0.238,0.1577,0.3171,0.2155999999999999,0.118,,-0.0194,,-0.0876,1.66,1.66,,,0.8581,0.0297,-0.0239,,0.7,2.52,0.0495,0.1369999999999999,0.2178999999999999,-0.0397,0.8466,63.88,0.0226,-0.0197999999999999,0,0
NTR,,,,,29040000000.0,55.77,59.45,0.0095,908074.0,14.46,10.21,1.13,1.21,32.44,30.78,0.1686,0.0135,-0.0435,0.0546,0.0789,0.0365,0.0098999999999999,0.0215,0.0151,1.22,0.59,0.45,0.61,0.2847,0.1042,0.0204999999999999,,0.84,1.35,0.0389,0.1099,0.1935,-0.0237999999999999,0.3599,66.76,0.0088,0.0002,0,0
NTRA,,,,,21000000000.0,,153.79,0.0086,535422.0,,,11.45,16.84,21.15,246.2,-0.4343999999999999,0.517,0.0318,,0.4183,,-0.1186,-0.1866,-0.1413,3.87,3.74,0.08,0.16,0.6179,-0.1241,-0.1036,,1.74,6.05,-0.0029,0.0269,0.051,-0.1603,0.6677,51.64,0.0243999999999999,-0.0163,0,0
NTRS,,,,,20580000000.0,9.87,105.77,-0.0059,386833.0,12.41,,1.33,1.72,,5.69,-0.1835999999999999,0.0692,0.0807,-0.0197999999999999,0.2019999999999999,0.0289,0.0136,0.1754,0.1086999999999999,1.94,,0.54,1.25,,0.1833,0.1388,,1.23,2.55,0.0412,0.0926,0.0630999999999999,-0.0768,0.3286,63.66,0.0133,-0.0181,0,0
NU,,,,,57610000000.0,27.2,11.96,-0.0241,52530417.0,15.68,0.75,5.33,6.72,,5.72,0.3781,0.3746,,0.3651,0.8704999999999999,,0.0438999999999999,0.2791,0.2248,2.1,,0.11,0.26,,0.2782,0.1985,,1.07,0.51,-0.0512,0.0311,-0.0567999999999999,-0.258,0.3296,45.7,0.0161,-0.0375999999999999,0,0
NUE,,,,,25410000000.0,19.61,110.11,-0.0052,726161.0,10.25,1.23,0.83,1.27,6.25,48.68,-0.0389,0.3203,0.1538,0.1599,0.1125,0.02,0.0388,0.0654,0.0498,2.52,1.48,0.33,0.39,0.1065,0.0712,0.0438,,1.71,3.53,-0.0556,-0.0603,-0.178,-0.3636,0.1282,38.42,0.012,-0.0172,0,0
NVDA,,,,,3216840000000.0,44.87,131.9,-0.0069999999999999,124360768.0,23.49,1.53,24.64,40.69,74.42,52.84,0.4661,0.2807,0.9183,0.2939,0.7088,0.0003,0.8220000000000001,1.1918,0.816,4.44,3.88,0.13,0.13,0.7498999999999999,0.6242,0.5585,,2.11,4.83,0.0733999999999999,0.1482,0.0451,-0.1392,0.5218,64.8,0.0139999999999999,-0.0213,0,0
NVO,,,,,225190000000.0,19.84,66.9,-0.0186,3665469.0,14.22,1.04,5.17,14.82,37.46,15.78,0.2578,0.1835999999999999,0.2173999999999999,0.1906,0.1858,0.0292,0.2637,0.8753,0.4425,0.74,0.56,0.7,0.86,0.8432999999999999,0.4511,0.3452,,0.65,2.62,0.0078,-0.0060999999999999,-0.3082,-0.5478999999999999,0.1751,50.76,-0.0034999999999999,-0.0139,0,0
NVS,,,,,214160000000.0,17.67,112.86,0.0032,464892.0,12.52,2.57,4.14,5.76,29.75,12.16,0.1079,0.0409999999999999,0.1399,0.0687,0.0174,0.0353,0.1324,0.3295,0.2087999999999999,0.79,0.61,0.61,0.81,0.7445999999999999,0.3162999999999999,0.2486,,0.58,2.07,0.0169,0.0239,0.0352,-0.0668,0.1747,56.88,0.0072,-0.0042,0,0
NVT,,,,,10760000000.0,18.66,65.34,0.0079,473562.0,18.83,1.25,3.34,2.97,8.01,20.13,0.2392999999999999,0.1242,0.0891,0.1496,0.0728,0.0121,0.0404,0.0762999999999999,0.1076999999999999,2.87,2.42,0.51,0.52,0.401,0.1783,0.1822,,1.29,2.24,0.0474,0.1571,-0.0068,-0.2448,0.5677,62.77,0.0351,-0.0258,0,0
NWG,,,,,57820000000.0,9.65,14.33,0.0137,3138657.0,8.3,0.82,1.52,1.26,,,0.1235,0.1278999999999999,0.1389,0.1171,0.1483,0.0536,0.0068,0.1369999999999999,0.0579999999999999,2.28,,1.33,1.45,,0.2242,0.163,,0.98,0.27,0.0762999999999999,0.1461,0.3459,0.0084,0.8371999999999999,74.63,0.0178,-0.0042,0,0
NWSA,,,,,16620000000.000002,32.68,27.89,0.0088,1294963.0,27.51,1.78,1.77,1.93,7.93,20.59,0.2905,0.1223,0.1196,0.1839,0.003,0.0075,0.0289,0.0588,0.0441999999999999,1.68,1.6,0.34,0.36,0.4659,0.1003999999999999,0.0518,,1.25,0.63,0.001,0.0335,0.0121999999999999,-0.0911,0.1931,54.07,0.0203,-0.0112,0,0
NXPI,,,,,48940000000.0,21.11,193.74,-0.0141,1502320.0,14.07,2.51,3.97,5.26,12.26,26.76,-0.1123,0.184,0.6274000000000001,0.084,0.0808,0.0224,0.0974,0.2602,0.1208,2.08,1.47,1.1,1.26,0.5516,0.2764999999999999,0.1916,,1.42,8.21,-0.0174,0.0151,-0.1124,-0.3465999999999999,0.3063,47.53,0.0161,-0.0312,0,0
O,,,,,49980000000.0,50.22,55.34,0.0029,1797475.0,36.68,2.96,9.23,1.28,156.66,14.5,0.4097,0.092,-0.0664,0.1697,0.2985,0.0581,0.0141999999999999,0.025,0.0147,,,0.69,0.75,0.4797,0.4483,0.1787,,0.77,0.94,-0.016,-0.017,-0.0382,-0.1442,0.0971,43.95,-0.0016,0.0051,0,0
OC,,,,,11420000000.0,48.19,134.24,-0.0067,282308.0,9.09,34.89,1.02,2.34,27.96,10.18,-0.1478,0.0885,0.1491,0.0138,0.0928,0.0169,0.0472,0.1193,0.0248,1.44,0.93,1.1,1.23,0.2962,0.1856,0.0227999999999999,,1.36,4.87,-0.0487999999999999,-0.0498,-0.198,-0.3747999999999999,0.0868999999999999,40.8,0.0210999999999999,-0.0279999999999999,0,0
ODFL,,,,,34290000000.0,30.42,162.28,-0.0081,363941.0,26.95,3.91,5.98,8.12,352.66,41.2,-0.0605,0.1687999999999999,0.1651,0.0778,0.0810999999999999,0.0070999999999999,0.2061,0.2659,0.2686,1.32,1.32,0.01,0.01,0.3276,0.2655,0.2004,,1.28,5.68,0.0026,0.0123,-0.1323,-0.3046,0.1193999999999999,49.31,0.0159,-0.024,0,0
OHI,,,,,10410000000.0,22.56,35.99,-0.0003,536064.0,19.9,3.93,9.53,2.17,25.78,14.27,0.0968,0.0641,-0.0044,0.0574,0.0362,0.0746,0.0465,0.1052999999999999,0.0473,,,0.94,0.94,0.7034,0.6292,0.3979999999999999,,0.69,0.78,-0.0202,-0.0368,-0.0649,-0.1892,0.1711,42.46,-0.0040999999999999,0.0044,0,0
OKE,,,,,50800000000.0,15.88,81.32,-0.0006,820465.0,13.21,1.66,2.03,2.37,359.85,16.45,0.0431,0.1399,0.1096,0.0958,0.241,0.0511,0.0558,0.1604,0.0593,0.67,0.52,1.39,1.5,0.2121,0.2105,0.1214,,0.94,2.5,-0.0264,-0.0784,-0.1509,-0.312,0.0762999999999999,40.35,0.0115,-0.013,0,0
OKTA,,,,,21750000000.0,2121.89,124.34,0.0034999999999999,892810.0,35.31,166.24,8.33,3.37,8.62,29.31,0.1376,0.1013,,0.1276,0.3564,,0.003,0.0046,0.0040999999999999,1.3,1.3,0.07,0.15,0.7631999999999999,-0.0241,0.0107,,0.91,3.82,0.0408,0.1263,0.3709,-0.0247,0.7633,64.9,0.0158,-0.0115,0,0
OMC,,,,,14220000000.0,9.97,72.87,-0.0036,1051798.0,8.2,1.72,0.9,3.26,4.21,10.04,0.0426,0.0593,0.0421999999999999,0.0579,0.0123,0.0404,0.0523,0.365,0.1285,1.01,1.01,1.58,1.58,0.1744,0.1474,0.0921,,0.96,1.86,-0.039,-0.048,-0.1878999999999999,-0.3181,0.0555,38.54,0.0098,-0.0118999999999999,0,0
ON,,,,,17260000000.0,28.65,41.3,-0.0233999999999999,4203663.0,13.3,6.05,2.59,2.15,5.72,12.3,-0.425,0.3565,0.4817,0.0473,0.0639,,0.0474,0.0785,0.0544,4.95,3.32,0.45,0.45,0.3918999999999999,0.2021,0.0951,,1.4,2.09,-0.0128,0.0263,-0.2919,-0.4841,0.331,48.93,0.0161,-0.0385,0,0
ONON,,,,,19150000000.0,83.19,59.12,0.0052,2647238.0,40.41,4.55,6.68,11.68,19.39,49.59,-0.0847,0.3616,,0.1825,0.5856,,0.0971,0.1583999999999999,0.1193,2.8,2.18,0.19,0.27,0.6063000000000001,0.0987,0.0819,,2.35,2.26,0.1061999999999999,0.2361,0.1668,-0.0786,0.7062,73.05,0.0504999999999999,-0.0449,0,0
ORCL,,,,,439230000000.0,36.8,156.63,-0.0043,2830109.0,23.55,2.74,7.88,26.25,24.65,75.59,0.0742999999999999,0.1141,0.0454,0.1344,0.0621,0.0104,0.0815,1.0879,0.1159999999999999,1.02,1.02,5.27,5.75,0.6663,0.318,0.218,,1.3,4.37,0.0246,0.0810999999999999,-0.0277,-0.2098999999999999,0.3678,58.64,0.0097,-0.0135,0,0
OTIS,,,,,38220000000.0,25.4,96.84,-0.0034999999999999,799841.0,21.56,2.72,2.7,,19.81,26.3,0.0513,0.1152,0.0956,0.0933,0.0185,0.0172,0.1464,,0.7261,0.94,0.87,,,0.3021999999999999,0.1376,0.1083,,0.99,1.71,-0.0017,-0.0131,-0.0098,-0.0935999999999999,0.0795,48.07,0.0007,-0.0043,0,0
OWL,,,,,28230000000.0,184.36,18.31,0.0042,1931075.0,16.54,10.88,11.44,4.9,288.96,31.39,0.1896999999999999,0.2077,,0.1693,0.8876000000000001,0.0492,0.0086,0.0462,0.0155,1.63,1.63,1.54,1.54,0.8739,0.2569,0.0373,,1.17,0.75,-0.0233,-0.0242,-0.123,-0.3145,0.2591,46.23,0.0327,-0.0269,0,0
OXY,,,,,40430000000.0,16.63,41.09,0.0001,3435148.0,13.05,2.76,1.46,1.47,15.41,9.12,-0.2921,0.2866,,0.0603,0.1082,0.0232,0.0388,0.0943,0.0409999999999999,1.01,0.79,0.69,0.75,0.3613,0.2282,0.0867,,0.88,1.34,-0.006,-0.0354,-0.1588,-0.3645,0.1830999999999999,46.73,0.0184,-0.0163,3,1
PAA,,,,,11750000000.0,17.98,16.71,0.0054,613774.0,11.04,10.63,0.23,1.55,27.5,5.71,0.0496,-0.0461,-0.2268,0.0169,0.1482,0.093,0.0346,0.0943,0.036,1.01,0.94,0.88,0.93,0.0395999999999999,0.0319,0.013,,0.66,0.48,-0.019,-0.073,-0.0791999999999999,-0.205,0.0719,42.01,0.013,-0.0084,0,0
PAGP,,,,,13580000000.0,24.34,17.86,0.0085,320870.0,11.24,0.51,0.27,2.6,31.6,6.61,2.0017,0.0165,-0.2322,0.4793,0.1483,0.0837,0.0051,0.1009,0.0147,1.01,0.94,6.27,6.62,0.0395999999999999,0.0318,0.0029,,0.63,0.48,-0.0195,-0.0729,-0.0782,-0.2006,0.0738,41.82,0.0148,-0.0079,0,0
PANW,,,,,124690000000.0,107.01,187.01,0.0046,2501559.0,50.77,7.57,14.05,17.22,37.66,41.56,0.154,0.1261,,0.1414,0.2269,,0.062,0.2116,0.1634,0.85,0.85,0.05,0.1,0.7356,0.1165,0.1394999999999999,,0.97,5.79,-0.0089,0.0437,0.0259,-0.1023,0.3173999999999999,52.35,0.0177,-0.0124,0,0
PAYX,,,,,56260000000.0,32.48,156.2,0.0001,426708.0,29.5,5.15,10.34,13.66,34.09,35.27,0.0584,0.0595,0.103,0.063,0.0704,0.0252,0.1435,0.4425,0.3506,1.39,1.39,0.21,0.21,0.7203,0.4183,0.3198999999999999,,0.91,2.82,0.0293,0.0513,0.0958,-0.0134,0.3539,64.08,0.0092,-0.0087,0,0
PBA,,,,,21810000000.0,17.08,37.54,0.0105,210870.0,16.51,3.44,3.82,2.04,202.57,11.63,0.0359,0.0541,0.016,0.0496,0.071,0.0541,0.0561,0.1155,0.0621,0.64,0.52,0.69,0.75,0.3861,0.3335,0.2236,,0.77,0.68,-0.0141999999999999,-0.0208,-0.0401999999999999,-0.1363,0.0993,46.07,0.0113,-0.0013,0,0
PBR,,,,,43720000000.0,8.94,11.75,-0.0051,11320706.0,4.76,0.11,0.49,1.09,5.68,2.23,4.385400000000001,-0.0683,-0.0265,0.7859999999999999,0.0944999999999999,0.1241,0.0409999999999999,0.1125,0.0694,0.72,0.47,0.77,0.94,0.4637,0.3057,0.0956,,0.93,0.32,0.0019,-0.0544,-0.1317,-0.2387,0.065,44.87,0.0138,-0.0186,0,0
PBR-A,,,,,29170000000.0,8.39,11.02,-0.0040999999999999,3085326.0,4.52,0.11,0.33,1.03,3.79,1.49,4.3728,-0.0765,-0.0265,0.7875,0.0944999999999999,0.1238,0.0409999999999999,0.1125,0.0694,0.72,0.47,0.77,0.94,0.4637,0.3057,0.0956,,1.0,0.28,0.0046,-0.0432,-0.1124,-0.2211,0.073,46.68,0.0189,-0.0226,0,0
PCAR,,,,,49140000000.0,14.2,93.6,-0.0077,860034.0,13.82,,1.52,2.72,5.88,20.77,-0.283,0.1937,0.1152,-0.0421999999999999,0.0779,0.0381,0.0836,0.1989999999999999,0.1031,2.2,1.82,0.87,0.87,0.1828999999999999,0.1434,0.1073,,0.95,2.49,0.0074,0.0005,-0.0729,-0.1903,0.1048,49.88,0.0075,-0.016,0,0
PCOR,,,,,10130000000.0,,67.94,0.004,279602.0,43.63,,8.49,8.57,17.87,86.86,0.2943,0.2929,0.0204,0.2752,0.3201,,-0.0669,-0.1077999999999999,-0.1027,1.19,1.19,0.05,0.06,0.7985,-0.127,-0.1073,,0.91,2.51,0.0081999999999999,0.0364,-0.0095,-0.2367,0.3722999999999999,52.66,0.0272,-0.0235,0,0
PDD,,,,,165100000000.0,11.23,118.59,-0.0101,3955133.0,7.95,0.77,3.01,3.84,3.01,,0.065,0.2178,,0.1458,0.6731,,0.2641,0.4506,0.3602,2.21,2.21,0.01,0.03,0.6091,0.2752,0.2854,,0.49,4.25,0.0471,0.064,0.0384,-0.2812,0.359,61.6,0.0167,-0.0279999999999999,0,0
PEG,,,,,39270000000.0,21.51,78.69,0.0171,885976.0,18.15,2.78,3.64,2.4,43.27,,0.0909,0.0818,0.012,0.0774,0.0279999999999999,0.0321,0.0339,0.114,0.0495,0.82,0.65,1.26,1.44,0.2348,0.2348,0.1691,,0.49,1.74,-0.0038,-0.0237,-0.0650999999999999,-0.1727,0.0958,46.84,0.0129,0.0053,0,0
PEP,,,,,177280000000.0,19.01,129.3,-0.0063,4725221.0,15.44,6.62,1.93,9.64,20.63,24.36,-0.0329,0.0598,0.0598,0.0287,0.0654,0.0433,0.0929,0.5006,0.1621,0.83,0.65,2.14,2.64,0.5497,0.1543999999999999,0.1024,,0.47,2.44,-0.0194,-0.077,-0.1735,-0.2899,0.0101,35.39,-0.0031,-0.0043,1,1
PFE,,,,,132470000000.0,16.89,23.3,0.0113,16177114.0,7.57,,2.12,1.47,7.66,11.83,-0.0356999999999999,0.0281,-0.1325,-0.003,0.1719,0.073,0.0366999999999999,0.0862,0.0532,1.26,0.96,0.64,0.69,0.6693000000000001,0.2753,0.1259,,0.53,0.62,0.0079,-0.0111,-0.1152,-0.2594,0.1168999999999999,51.88,0.0187999999999999,-0.0048,0,0
PFG,,,,,17340000000.0,16.58,77.33,-0.0003,312789.0,8.6,1.33,1.1,1.55,,3.52,0.1586999999999999,0.1133,0.0612,0.1249,0.013,0.0397,0.0037,0.0969999999999999,0.0699,0.42,,0.39,0.39,,0.0819,0.0689,,1.0,1.88,-0.0104,-0.0126,-0.0532,-0.1591,0.1309,46.53,0.0168,-0.0167,0,0
PFGC,,,,,13250000000.0,35.33,84.87,0.0139999999999999,492230.0,16.43,2.8,0.22,3.03,1297.62,24.09,0.0200999999999999,0.1766,0.12,0.1261,0.2598999999999999,,0.0247,0.0905,0.032,1.61,0.73,1.7,1.77,0.1055,0.0148,0.0060999999999999,,1.16,2.21,0.0049,0.0619,0.0431,-0.0824,0.3768999999999999,54.77,0.0163,-0.0029,0,0
PG,,,,,389150000000.0,26.36,165.98,0.0058,2613652.0,23.68,6.44,4.63,7.55,42.65,25.88,0.0283,0.0334,0.3328,0.0409,0.0444,0.0242,0.1278,0.3029,0.1987,0.71,0.5,0.46,0.65,0.514,0.2339,0.1812,,0.42,2.93,0.0269,0.0087,-0.0154,-0.0805,0.0595,56.84,0.0059,-0.0007,2,1
PGR,,,,,162990000000.0,18.72,278.03,0.0033,616023.0,17.55,2.74,2.07,5.62,,10.35,0.136,-0.0078,0.1648,0.0683,0.1434,0.0139999999999999,0.0891,0.3434,0.2430999999999999,0.79,,0.24,0.24,,0.1438,0.111,,0.4,5.93,-0.0118999999999999,0.0056999999999999,0.0877999999999999,-0.0511,0.4068,48.82,0.0007,0.0025,0,0
PHG,,,,,21040000000.0,,22.75,-0.0141,543546.0,13.24,,1.08,1.67,16.32,15.52,0.0723,0.1057,,0.1077999999999999,-0.0204999999999999,0.0423,-0.0288,-0.0707,-0.0375,1.28,0.79,0.6,0.65,0.4313,0.0713,-0.0389,,0.77,0.6,-0.0655,-0.0702,-0.1623,-0.3086,0.0594,36.75,0.0116999999999999,-0.0250999999999999,0,0
PHM,,,,,19650000000.0,6.92,98.04,-0.0055,568987.0,8.11,,1.1,1.6,15.39,13.48,-0.2188,0.0527,0.3208,-0.0187,0.1225,0.0086,0.174,0.2552,0.2101,4.97,0.45,0.14,0.18,0.2855,0.2096,0.1644999999999999,,1.32,3.0,-0.0426999999999999,-0.0306999999999999,-0.1705,-0.3445,0.1125,42.05,0.0063,-0.0124,0,0
PINS,,,,,20990000000.0,11.26,31.01,-0.0231,4228419.0,14.58,0.44,5.58,4.47,8.03,22.04,0.3933,0.1835,,0.2545,0.275,,0.4236999999999999,0.4841,0.3923,8.41,8.41,0.03,0.03,0.7957,0.0528,0.5041,,0.9,1.38,0.0492,0.0674,-0.0106,-0.3129,0.311,56.44,0.0053,-0.0274,0,0
PLD,,,,,99190000000.0,26.34,104.36,-0.0069,1310889.0,32.2,,11.82,1.81,147.73,24.13,-0.3151,0.1794,0.1082,-0.0187999999999999,0.2051,0.0388,0.0395,0.0701,0.0445,,,0.57,0.62,0.4432,0.4084,0.4452,,1.27,2.93,-0.0186,-0.0093,-0.0943,-0.2134,0.2218,45.6,-0.0005,-0.0072,0,0
PLTR,,,,,294460000000.0,544.87,124.78,0.0203,40801941.0,170.03,16.49,94.68,54.37,54.23,223.7,0.4224,0.2603,,0.331,0.3148,,0.0989,0.1241,0.1015,6.49,6.49,0.04,0.05,0.8001,0.1301999999999999,0.1832,,2.63,6.48,0.0308999999999999,0.2177,0.7451000000000001,-0.0643,5.0548,59.69,0.0333,-0.0115,0,0
PM,,,,,277430000000.0,36.63,178.24,0.0172,2060627.0,21.52,3.25,7.26,,61.96,27.2,0.1367,0.1083,-0.0038,0.1128,0.0496999999999999,0.0311,0.1162,,0.2717,0.79,0.43,,,0.6308,0.368,0.1984,,0.53,3.34,0.0408,0.0956,0.297,0.0095,0.8009000000000001,69.04,0.0098999999999999,0.0068,0,0
PNC,,,,,68120000000.00001,12.16,172.21,-0.0045,577776.0,10.02,1.0,2.04,1.35,,8.56,0.0960999999999999,0.1414,0.0384,0.1211,0.1077999999999999,0.038,0.0107,0.1115,0.0564,0.14,,0.78,1.1,,0.1998,0.1692,,1.06,3.97,0.0141,0.0352,-0.0667,-0.2036,0.1868,54.57,0.0146,-0.0187,0,0
PNR,,,,,15930000000.0,24.97,96.82,-0.0085,496499.0,18.48,2.69,3.91,4.38,113.26,20.86,0.095,0.1045,0.1239,0.0926999999999999,0.0707,0.0102,0.096,0.1859,0.1164,1.89,1.22,0.53,0.54,0.3974,0.2274,0.1586999999999999,,1.1,2.41,0.0174,0.0852,0.0167,-0.1253999999999999,0.3332,58.18,0.0101,-0.0183,0,0
PNW,,,,,10790000000.0,17.96,90.4,0.0056999999999999,158470.0,17.8,6.29,2.08,1.6,123.34,,-0.1317,0.1172,0.0187,0.0286,0.0816,0.0401,0.0226,0.0908,0.0344,0.43,0.27,1.53,1.8,0.2207,0.1764,0.1128,,0.43,1.73,-0.0183,-0.0252,0.0112,-0.0621,0.2155999999999999,44.23,-0.0008,0.0077,0,0
